"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2021-05-12 06:05:46";"0xa1295f5f1ede978f487fd3b6305626194c5954cbfe52343d6e37ba6ac38281f2";"";"0x56221a0e49cb72ed1fefd129bb936ddec570d430";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,01199154";"4357,7295202678"
"2021-05-11 21:15:37";"0x5d001fc9f288e707be86c8a8fc09bfabf1f08ec34d2a2588e9edbb9579c63fa5";"";"0xa7c9f5fa67d33c749e2d89a1cd71693b9f5eadf9";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,0024241396839574";"4120,8476986426"
"2021-05-11 20:58:02";"0x8800c6ebdb9baa7cf1a092b8f8865f47946aa7bf0b7926263ebbe43aa9285260";"";"0x911c09046f9864c01b143f17f2ca7c9de37eef30";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,0060481139561439";"4118,7129562886"
"2021-05-11 05:25:20";"0xa1eb78040a5e4de27b4fd0b59e8ac64b8387d6609900c99b4de28b33bd927a34";"";"0x911c09046f9864c01b143f17f2ca7c9de37eef30";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,0051271928362862";"3906,6834923587"
"2021-05-11 04:25:34";"0xf8494ebde6a8478c2a8f2c0985578c851f5bfc043a2fb2ed60936180841caef8";"";"0x4337824e11db2475a04ae9d31d0d661416afbbd1";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,014023970818126";"3877,4474409041"
"2021-05-09 18:58:21";"0x342bb3db5f4a040b5230ef6f0b4bbc03d5841e0230937868601ce1cad5adf68b";"";"0x911c09046f9864c01b143f17f2ca7c9de37eef30";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,0025657275248683";"3898,4231931883"
"2021-05-09 18:00:42";"0x0e1de95717904eac4e1a1af79e017943b591149c02aae875c936e3c04868fbb9";"";"0x972de980605a0052f9831683e01a86f89854b268";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,01009083";"3913,4821672599"
"2021-05-09 03:46:28";"0x42d3c3247495276e5acb090c7613a7164db97253e010339844f788fce3cceafc";"";"0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,01740038";"3933,9395849642"
"2021-05-08 21:49:47";"0x35dad2d078270adc613f23d301bd072d42a0309bae5332843411ffda47f11418";"";"0x478a9cde96658ded61d5062d4d0fa2b0df1caff6";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,220971228";"3888,128208699"
"2021-05-08 05:52:28";"0xbf68e1c40198fc40991454b910775b6e566ec1e2d07309c0387bbf00d49fd65b";"";"0x50fa011f9065e30aa8c5060bb83aaece3e58b3d9";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,014114326040932";"3538,4033914267"
"2021-05-08 05:26:49";"0x1f0bc7f2ebf66642460c4f339b7e52ae0ca0c31763bac5a51082da4045a933e4";"";"0xddd81e258707bdb9e6358df3d427ff160846901a";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,001";"3542,5867855724"
"2021-05-07 21:09:31";"0x11fd700326c0ac740dbea445503ffa27561bad61bb77c1ae0835a91e7216740f";"";"0xcb25e3e72603c72137ce26e7dfd801f1f770f6cf";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,0005";"3491,1465714678"
"2021-05-07 20:04:20";"0x222e7b24712bfea441b8ba3721fc2de4c3536553943aced1a604972b28a7b2c2";"";"0x79799400dd55d98337b4dec568d93e8596ca7276";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,14208479983612";"3515,9415658738"
"2021-05-07 19:14:41";"0x2b8d06ef11574162e19271b16f330db5d73682f29fd43bda4a31eb9739491318";"";"0x0960f37ae4c1bd09e5d1293a2e3ce6c8a357a34b";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,01";"3526,8492342115"
"2021-05-05 12:24:22";"0x065359de5ddadea62c4b5f1defff6438356d1d559bb91e2140e274f54fae6d4e";"";"0xa5ffd4d72100ce8db80513acff78d9b5bb7e4375";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,004622662";"3371,6472409005"
"2021-05-04 13:27:48";"0x6c199fa9fa901efac49d8291d2cf9a53f3d6cdef59d80de8d6587e897e17c4c5";"";"0x9afa066884ce723200438b672c0b8d5769e03a6a";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Chiliz";"0x3506424f91fd33084466f402d5d97f05f8e3b4af";"CHZ";"4282,926796000000000000";"0,53709557975128"
